,Best Picture,Certificate (GB),Certificate (US),Production Companies (1st),Title,IMDB Rating,genres,plot_keywords,genres_encoded,genres_decode,production_company_encoded,plot_keywords_encoded,plot_keywords_decode
16615,,,Unrated,Slaughter FX,Daddy's Little Girl,5.7,"['Horror', 'Thriller']","['father', 'time']",[12 21],['Horror' 'Thriller'],6927,[23 84],['father' 'time']
16616,,15,,GVKM Elephant Pictures,Aiyai: Wrathful Soul,4.3,"['Mystery', 'Thriller']","['man', 'young', 'mysterious']",[15 21],['Mystery' 'Thriller'],3656,[53 99 58],['man' 'young' 'mysterious']
16617,,,,Christoffel Films,Eraser Children,4.0,"['Comedy', 'Drama', 'Fantasy']","['forced', 'work', 'long', 'life', 'police', 'takes', 'world', 'lives', 'journey', 'way', 'man', 'new', 'day']",[4 7 9],['Comedy' 'Drama' 'Fantasy'],2092,[28 94 49 45 65 81 95 46 42 90 53 59 12],"['forced' 'work' 'long' 'life' 'police' 'takes' 'world' 'lives' 'journey'
 'way' 'man' 'new' 'day']"
16618,,15,R,Fastbreak Films,Zombie Ninjas vs Black Ops,3.3,"['Action', 'Adventure', 'Sci-Fi']",['team'],[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],3241,[82],['team']
16619,,15,R,Australian Film Finance Corporation (AFFC),The Children of Huang Shi,7.0,"['Drama', 'War']","['group', 'young']",[ 7 22],['Drama' 'War'],945,[35 99],['group' 'young']
16620,,,,Benattar/Thomas Productions,Black Site Delta,3.9,"['Action', 'Thriller']","['prison', 'group', 'secret', 'fight']",[ 0 21],['Action' 'Thriller'],1258,[66 35 73 24],['prison' 'group' 'secret' 'fight']
16621,,18,Unrated,Sparkling Pictures,Replace,4.7,"['Horror', 'Sci-Fi', 'Thriller']",['discovers'],[12 19 21],['Horror' 'Sci-Fi' 'Thriller'],7005,[16],['discovers']
16622,,12,PG-13,Discovery Films,Man on Wire,7.7,"['Documentary', 'Biography', 'Crime', 'History', 'Sport']","['look', 'crime', 'city', 'york', 'high', 'world', 'new']",[ 6  3  5 11 20],['Documentary' 'Biography' 'Crime' 'History' 'Sport'],2757,[50 10  6 98 37 95 59],['look' 'crime' 'city' 'york' 'high' 'world' 'new']
16623,,15,,STIF Entertainment,Dead Story,3.3,['Horror'],"['house', 'couple', 'young']",[12],['Horror'],6622,[39  9 99],['house' 'couple' 'young']
16624,,18,Not Rated,Profile Pictures,Shelley,5.3,"['Drama', 'Horror', 'Mystery']",[],[ 7 12 15],['Drama' 'Horror' 'Mystery'],6202,[],[]
16625,,12,TV-14,Picasso Chaser Productions,A Date with Miss Fortune,5.3,"['Comedy', 'Romance']","['falls', 'life', 'woman', 'family', 'love']",[ 4 18],['Comedy' 'Romance'],6030,[21 45 92 22 51],['falls' 'life' 'woman' 'family' 'love']
16626,,15,TV-MA,BBC Films,Make Up,5.9,"['Drama', 'Mystery', 'Thriller']","['woman', 'young', 'mysterious']",[ 7 15 21],['Drama' 'Mystery' 'Thriller'],1011,[92 99 58],['woman' 'young' 'mysterious']
16627,,,,2.4.7. Films,The History of Love,6.3,"['Drama', 'Romance', 'War']","['story', 'girl', 'long', 'mother', 'son', 'man', 'old']",[ 7 18 22],['Drama' 'Romance' 'War'],66,[79 33 49 56 76 53 61],['story' 'girl' 'long' 'mother' 'son' 'man' 'old']
16629,,,,New Leaf Pictures,The Dunes,4.7,['Thriller'],"['returns', 'mysterious', 'past']",[21],['Thriller'],5595,[69 58 63],['returns' 'mysterious' 'past']
16630,,18,,New Zealand Film Commission,What Becomes of the Broken Hearted?,6.3,"['Crime', 'Drama', 'Thriller']","['son', 'fight']",[ 5  7 21],['Crime' 'Drama' 'Thriller'],5623,[76 24],['son' 'fight']
16631,,18,,Head Gear Films,Fragmentary,4.5,"['Crime', 'Horror', 'Thriller']","['life', 'years', 'love', 'man']",[ 5 12 21],['Crime' 'Horror' 'Thriller'],4042,[45 97 51 53],['life' 'years' 'love' 'man']
16632,,15,R,Fade In Films,Clay Pigeons,6.6,"['Comedy', 'Crime']","['look', 'woman', 'wife']",[4 5],['Comedy' 'Crime'],3206,[50 92 91],['look' 'woman' 'wife']
16633,,,PG-13,Blueprint Films,First Born,4.7,"['Drama', 'Horror', 'Mystery', 'Thriller']","['couple', 'new']",[ 7 12 15 21],['Drama' 'Horror' 'Mystery' 'Thriller'],1482,[ 9 59],['couple' 'new']
16634,,,,Shady Dawn Pictures,Let's Not Meet,3.6,['Horror'],"['girl', 'night', 'stop', 'group']",[12],['Horror'],6793,[33 60 78 35],['girl' 'night' 'stop' 'group']
16635,,15,R,Envision Media Arts,Freezer,5.2,"['Action', 'Thriller']","['group', 'man']",[ 0 21],['Action' 'Thriller'],3078,[35 53],['group' 'man']
16636,,,Not Rated,The Best Movie,Loqueesha,1.6,['Comedy'],['job'],[4],['Comedy'],7327,[41],['job']
16637,,,,Castle in the Sky Productions,Apotheosis,5.1,"['Drama', 'Thriller']",['man'],[ 7 21],['Drama' 'Thriller'],1941,[53],['man']
16638,,15,R,2 Wolves SOTA Films,Bravetown,6.1,"['Drama', 'Music']","['small', 'finds', 'town', 'love', 'comes', 'friend']",[ 7 13],['Drama' 'Music'],62,[75 26 85 51  8 29],['small' 'finds' 'town' 'love' 'comes' 'friend']
16639,,12,TV-14,Haven Entertainment,All Summers End,6.1,"['Drama', 'Romance']","['boy', 'teenage', 'falls', 'goes', 'love']",[ 7 18],['Drama' 'Romance'],4031,[ 4 83 21 34 51],['boy' 'teenage' 'falls' 'goes' 'love']
16640,,15,R,Kiss and Tale Productions,Deadly Illusions,3.7,"['Drama', 'Thriller']",['new'],[ 7 21],['Drama' 'Thriller'],4642,[59],['new']
16641,,,,Arrow Productions,Blood Vow,4.0,"['Horror', 'Thriller']","['order', 'save', 'friends', 'years', 'world', 'discover']",[12 21],['Horror' 'Thriller'],807,[62 71 30 97 95 15],['order' 'save' 'friends' 'years' 'world' 'discover']
16642,,,,Shady Dawn Pictures,Messenger of Wrath,5.3,"['Horror', 'Thriller']","['house', 'girl', 'night', 'year', 'home', 'old']",[12 21],['Horror' 'Thriller'],6793,[39 33 60 96 38 61],['house' 'girl' 'night' 'year' 'home' 'old']
16643,,,Not Rated,Border Incident,Beach House,5.0,['Thriller'],"['crime', 'mother', 'takes', 'comes', 'past']",[21],['Thriller'],1541,[10 56 81  8 63],['crime' 'mother' 'takes' 'comes' 'past']
16644,,,,A-SI Films,Gitmek: My Marlon and Brando,6.6,"['Drama', 'Romance', 'War']","['real', 'set', 'life', 'years', 'film', 'love']",[ 7 18 22],['Drama' 'Romance' 'War'],242,[67 74 45 97 25 51],['real' 'set' 'life' 'years' 'film' 'love']
16646,,12,TV-MA,Ill Kippers Productions,Against the Ice,6.5,"['Adventure', 'Drama', 'History']",['fight'],[ 1  7 11],['Adventure' 'Drama' 'History'],4263,[24],['fight']
16647,,18,R,Orion Pictures,Retroactive,6.2,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']","['husband', 'save', 'woman', 'time']",[ 0  5  7 19 21],['Action' 'Crime' 'Drama' 'Sci-Fi' 'Thriller'],5809,[40 71 92 84],['husband' 'save' 'woman' 'time']
16648,,15,Not Rated,ANA Media,The Timber,4.4,"['Action', 'Adventure', 'Drama', 'Western']","['save', 'journey', 'home', 'way']",[ 0  1  7 23],['Action' 'Adventure' 'Drama' 'Western'],294,[71 42 38 90],['save' 'journey' 'home' 'way']
16649,,,Not Rated,Necrostorm,Hotel Inferno,4.5,"['Action', 'Horror']","['finds', 'life', 'killer', 'couple']",[ 0 12],['Action' 'Horror'],5554,[26 45 44  9],['finds' 'life' 'killer' 'couple']
16650,,15,,Division 19,Division 19,3.5,"['Action', 'Sci-Fi', 'Thriller']","['living', 'crime', 'lives', 'group', 'men', 'young']",[ 0 19 21],['Action' 'Sci-Fi' 'Thriller'],2779,[47 10 46 35 55 99],['living' 'crime' 'lives' 'group' 'men' 'young']
16651,,18,Not Rated,Offhollywood Digital,Destricted,4.5,['Drama'],['meets'],[7],['Drama'],5755,[54],['meets']
16652,,12,PG-13,Goldfinch,G-Loc,4.6,['Sci-Fi'],"['years', 'new']",[19],['Sci-Fi'],3786,[97 59],['years' 'new']
16653,,15,TV-MA,Flavor Unit Entertainment,Deuces,5.8,"['Action', 'Crime', 'Drama']","['crime', 'agent', 'run']",[0 5 7],['Action' 'Crime' 'Drama'],3447,[10  0 70],['crime' 'agent' 'run']
16654,,PG,TV-14,ChannelFlip,Ashens and the Quest for the Gamechild,6.0,"['Adventure', 'Comedy']",[],[1 4],['Adventure' 'Comedy'],2008,[],[]
16655,,12A,,Arte Prize,I Am Not a Witch,6.9,"['Comedy', 'Drama']",['girl'],[4 7],['Comedy' 'Drama'],822,[33],['girl']
16656,,15,R,Praxis Media Ventures,Chimera Strain,4.3,"['Drama', 'Sci-Fi', 'Thriller']",[],[ 7 19 21],['Drama' 'Sci-Fi' 'Thriller'],6157,[],[]
16657,,,,Octane Entertainment,Influencer,6.1,"['Horror', 'Mystery', 'Thriller']","['living', 'meets', 'takes', 'way']",[12 15 21],['Horror' 'Mystery' 'Thriller'],5736,[47 54 81 90],['living' 'meets' 'takes' 'way']
16658,,,,Chheda Films,The Emeryville Experiments,2.7,"['Drama', 'Horror', 'Mystery', 'Thriller']","['college', 'help', 'discover', 'new']",[ 7 12 15 21],['Drama' 'Horror' 'Mystery' 'Thriller'],2055,[ 7 36 15 59],['college' 'help' 'discover' 'new']
16659,,18,R,Amérique Film,Puffball: The Devil's Eyeball,4.3,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']","['house', 'young', 'mysterious']",[ 7  9 12 15 21],['Drama' 'Fantasy' 'Horror' 'Mystery' 'Thriller'],629,[39 99 58],['house' 'young' 'mysterious']
16660,,15,,Prodigal Film & TV,The Last Tree,6.5,['Drama'],[],[7],['Drama'],6190,[],[]
16661,,,Not Rated,Rinkel Film & TV Productions BV,Off Screen,6.6,"['Crime', 'Drama', 'Thriller']","['takes', 'people', 'film']",[ 5  7 21],['Crime' 'Drama' 'Thriller'],6489,[81 64 25],['takes' 'people' 'film']
16662,,15,Not Rated,Brittle-Star Pictures,Settlers,4.8,"['Drama', 'Sci-Fi', 'Thriller']",[],[ 7 19 21],['Drama' 'Sci-Fi' 'Thriller'],1647,[],[]
16663,,U,TV-G,The Steve Jaggi Company,This Little Love of Mine,5.4,['Romance'],"['soon', 'returns', 'family', 'home', 'way', 'friend', 'old']",[18],['Romance'],7425,[77 69 22 38 90 29 61],['soon' 'returns' 'family' 'home' 'way' 'friend' 'old']
16664,,15,Unrated,Bad Taste Pictures,The Young Cannibals,3.9,"['Horror', 'Thriller']",['friends'],[12 21],['Horror' 'Thriller'],1090,[30],['friends']
16665,,,,Lake Productions,Sex Weather,4.1,"['Comedy', 'Drama', 'Romance']","['work', 'relationship', 'years', 'time']",[ 4  7 18],['Comedy' 'Drama' 'Romance'],4716,[94 68 97 84],['work' 'relationship' 'years' 'time']
16666,,,TV-PG,A.C.E.,The Cutting Edge: The Magic of Movie Editing,7.7,"['Documentary', 'History']","['documentary', 'film']",[ 6 11],['Documentary' 'History'],245,[17 25],['documentary' 'film']
16667,,,,F.T.B. Productions,The Midas Touch,4.4,"['Comedy', 'Horror']","['friends', 'women', 'young', 'old']",[ 4 12],['Comedy' 'Horror'],3179,[30 93 99 61],['friends' 'women' 'young' 'old']
16668,,18,R,Latitude Films,The Dead 2: India,5.1,['Horror'],"['way', 'american']",[12],['Horror'],4754,[90  1],['way' 'american']
16670,,,,Ersatz Film,I Am a Ghost,5.9,"['Drama', 'Horror', 'Thriller']","['house', 'forced', 'relationship', 'help', 'day', 'past']",[ 7 12 21],['Drama' 'Horror' 'Thriller'],3099,[39 28 68 36 12 63],['house' 'forced' 'relationship' 'help' 'day' 'past']
16671,,,Not Rated,Castles in the Air Pictures,Blood Child,4.2,"['Fantasy', 'Horror', 'Thriller']","['life', 'way', 'new']",[ 9 12 21],['Fantasy' 'Horror' 'Thriller'],1942,[45 90 59],['life' 'way' 'new']
16672,,PG,TV-PG,Darlow Smithson Productions,Hawking,7.3,"['Documentary', 'Biography', 'Comedy', 'Drama']","['death', 'living', 'story', 'just', 'life', 'years', 'world', 'journey', 'make', 'time', 'man', 'past']",[6 3 4 7],['Documentary' 'Biography' 'Comedy' 'Drama'],2585,[14 47 79 43 45 97 95 42 52 84 53 63],"['death' 'living' 'story' 'just' 'life' 'years' 'world' 'journey' 'make'
 'time' 'man' 'past']"
16673,,15,Not Rated,Uncorked Productions,Emelie,5.4,"['Horror', 'Mystery', 'Thriller']","['couple', 'turns']",[12 15 21],['Horror' 'Mystery' 'Thriller'],7649,[ 9 88],['couple' 'turns']
16674,,18,,Proportion Productions,House on Elm Lake,3.5,['Horror'],"['house', 'murder', 'evil', 'soon', 'daughter', 'couple', 'years', 'family', 'young']",[12],['Horror'],6217,[39 57 19 77 11  9 97 22 99],"['house' 'murder' 'evil' 'soon' 'daughter' 'couple' 'years' 'family'
 'young']"
16675,,18,R,Brief Yellow Light Productions,Mother Krampus,3.2,['Horror'],"['night', 'comes']",[12],['Horror'],1617,[60  8],['night' 'comes']
16676,,,Not Rated,Stormlight Films,Perfect Hideout,3.8,"['Action', 'Comedy', 'Crime', 'Thriller']","['police', 'takes', 'killer', 'couple', 'run', 'young']",[ 0  4  5 21],['Action' 'Comedy' 'Crime' 'Thriller'],7107,[65 81 44  9 70 99],['police' 'takes' 'killer' 'couple' 'run' 'young']
16677,,15,TV-MA,Cinevilla Studio,The Pagan King: The Battle of Death,6.0,"['Action', 'Drama', 'History', 'War']",['people'],[ 0  7 11 22],['Action' 'Drama' 'History' 'War'],2189,[64],['people']
16678,,,TV-G,FilmVergnuegen,Brothers of the Wind,6.8,"['Adventure', 'Drama', 'Family']","['boy', 'takes', 'world', 'young']",[1 7 8],['Adventure' 'Drama' 'Family'],3346,[ 4 81 95 99],['boy' 'takes' 'world' 'young']
16679,,18,Unrated,Factory 25,Summer of Blood,5.4,"['Comedy', 'Horror']","['meets', 'life', 'love', 'turns', 'new']",[ 4 12],['Comedy' 'Horror'],3203,[54 45 51 88 59],['meets' 'life' 'love' 'turns' 'new']
16680,,,Not Rated,GreenHouse Pictures,Hell House,6.8,['Documentary'],"['house', 'year', 'day']",[6],['Documentary'],3891,[39 96 12],['house' 'year' 'day']
16681,,,Not Rated,Big Picture Media Corporation,Surviving Progress,7.4,['Documentary'],[],[6],['Documentary'],1316,[],[]
16682,,,Not Rated,Marshall Curry Productions LLC,Street Fight,7.9,['Documentary'],"['city', 'follows', 'documentary', 'new']",[6],['Documentary'],5181,[ 6 27 17 59],['city' 'follows' 'documentary' 'new']
16683,,,Not Rated,German Camera Productions,Saving Mes Aynak,8.5,['Documentary'],"['future', 'follows', 'save', 'local', 'year', 'time', 'old']",[6],['Documentary'],3711,[31 27 71 48 96 84 61],['future' 'follows' 'save' 'local' 'year' 'time' 'old']
16684,,,TV-PG,Appian Way,Ice on Fire,7.4,['Documentary'],"['just', 'world', 'film', 'way', 'young', 'old']",[6],['Documentary'],724,[43 95 25 90 99 61],['just' 'world' 'film' 'way' 'young' 'old']
16685,,,Unrated,RabbitBandini Productions,Kink,6.2,['Documentary'],['documentary'],[6],['Documentary'],6308,[17],['documentary']
16686,,12,Not Rated,Sphinx Productions,Examined Life,7.0,['Documentary'],['life'],[6],['Documentary'],7017,[45],['life']
16687,,12,TV-14,Muck Media,Mucho Mucho Amor: The Legend of Walter Mercado,7.3,['Documentary'],['day'],[6],['Documentary'],5472,[12],['day']
16688,,15,Not Rated,The Orchard,Point and Shoot,6.8,['Documentary'],"['journey', 'american']",[6],['Documentary'],7406,[42  1],['journey' 'american']
16689,,15,R,4th Row Films,Procession,7.1,['Documentary'],['group'],[6],['Documentary'],157,[35],['group']
16690,,PG,PG,Diamond Docs,The Biggest Little Farm,8.0,['Documentary'],"['work', 'wife']",[6],['Documentary'],2725,[94 91],['work' 'wife']
16691,,PG,TV-PG,Makemake,A Trip to Infinity,7.0,['Documentary'],['world'],[6],['Documentary'],5112,[95],['world']
16692,,PG-13,PG-13,Papercut Films,Revenge of the Electric Car,7.1,['Documentary'],"['story', 'takes', 'film']",[6],['Documentary'],5900,[79 81 25],['story' 'takes' 'film']
16693,,U,PG,Plinyminor,Who Killed the Electric Car?,7.6,['Documentary'],"['future', 'death', 'living', 'documentary']",[6],['Documentary'],6087,[31 14 47 17],['future' 'death' 'living' 'documentary']
16694,,U,PG,Amazon Studios,Good Night Oppy,7.7,['Documentary'],"['follows', 'years', 'film']",[6],['Documentary'],582,[27 97 25],['follows' 'years' 'film']
16695,,R,R,HighRoad Entertainment,The Hornet's Nest,6.7,"['Documentary', 'Action', 'History', 'War']","['war', 'son']",[ 6  0 11 22],['Documentary' 'Action' 'History' 'War'],4105,[89 76],['war' 'son']
16696,,15,Not Rated,MetFilm Production,How to Change the World,7.5,"['Documentary', 'Adventure', 'Biography', 'History']","['story', 'life', 'friends', 'world', 'group']",[ 6  1  3 11],['Documentary' 'Adventure' 'Biography' 'History'],5282,[79 45 30 95 35],['story' 'life' 'friends' 'world' 'group']
16698,,,Not Rated,Neverending Light Productions,Sirius,6.2,"['Documentary', 'Biography']","['documentary', 'life', 'world']",[6 3],['Documentary' 'Biography'],5575,[17 45 95],['documentary' 'life' 'world']
16699,,,Not Rated,Torino Pictures,Drew: The Man Behind the Poster,7.4,"['Documentary', 'Biography']",['documentary'],[6 3],['Documentary' 'Biography'],7530,[17],['documentary']
16700,,12,PG-13,Court TV,Unknown White Male,6.5,"['Documentary', 'Biography']","['true', 'story', 'follows', 'documentary', 'world']",[6 3],['Documentary' 'Biography'],2412,[87 79 27 17 95],['true' 'story' 'follows' 'documentary' 'world']
16701,,15,Not Rated,Delirio Films,Ask Dr. Ruth,7.7,"['Documentary', 'Biography']",['life'],[6 3],['Documentary' 'Biography'],2670,[45],['life']
16702,,15,R,Exhibit A,Gleason,8.3,"['Documentary', 'Biography']","['work', 'friends', 'son', 'wife', 'family', 'begins']",[6 3],['Documentary' 'Biography'],3154,[94 30 76 91 22  2],['work' 'friends' 'son' 'wife' 'family' 'begins']
16703,,PG,Unrated,Marshall Curry Productions LLC,If a Tree Falls: A Story of the Earth Liberation Front,7.1,"['Documentary', 'Biography', 'Crime', 'Drama', 'History', 'News', 'Thriller']","['look', 'group']",[ 6  3  5  7 11 16 21],['Documentary' 'Biography' 'Crime' 'Drama' 'History' 'News' 'Thriller'],5181,[50 35],['look' 'group']
16704,,15,PG,Gabriel Polsky Productions,Red Army,7.6,"['Documentary', 'Biography', 'History', 'Sport']","['story', 'team']",[ 6  3 11 20],['Documentary' 'Biography' 'History' 'Sport'],3658,[79 82],['story' 'team']
16705,,15,R,Outpost Films,Restrepo,7.4,"['Documentary', 'Biography', 'History', 'War']",['year'],[ 6  3 11 22],['Documentary' 'Biography' 'History' 'War'],5824,[96],['year']
16706,,15,R,A&E IndieFilms,Supermensch,7.4,"['Documentary', 'Biography', 'Music']",['life'],[ 6  3 13],['Documentary' 'Biography' 'Music'],236,[45],['life']
16707,,15,R,Lurker,"Love, Antosha",8.1,"['Documentary', 'Biography', 'Music']",['life'],[ 6  3 13],['Documentary' 'Biography' 'Music'],4994,[45],['life']
16708,,,TV-14,Moore's Filmed Goods and Services,The Case Against 8,7.4,"['Documentary', 'Biography', 'News']","['look', 'follows', 'team', 'years', 'film']",[ 6  3 16],['Documentary' 'Biography' 'News'],5414,[50 27 82 97 25],['look' 'follows' 'team' 'years' 'film']
16709,,15,TV-MA,HBO Documentary Films,Jim: The James Foley Story,7.6,"['Documentary', 'Biography', 'War']","['look', 'work', 'life', 'american']",[ 6  3 22],['Documentary' 'Biography' 'War'],3952,[50 94 45  1],['look' 'work' 'life' 'american']
16710,,,PG,Palisades Pictures,What Would Jesus Buy?,6.3,"['Documentary', 'Comedy']","['city', 'save', 'just', 'stop', 'york', 'film', 'new']",[6 4],['Documentary' 'Comedy'],5873,[ 6 71 43 78 98 25 59],['city' 'save' 'just' 'stop' 'york' 'film' 'new']
16711,,,TV-PG,Latina Enterprises,John Leguizamo's Road to Broadway,7.5,"['Documentary', 'Comedy']","['look', 'follows', 'set', 'documentary', 'life', 'years', 'film', 'journey', 'way', 'time', 'run', 'man', 'new']",[6 4],['Documentary' 'Comedy'],4751,[50 27 74 17 45 97 25 42 90 84 70 53 59],"['look' 'follows' 'set' 'documentary' 'life' 'years' 'film' 'journey'
 'way' 'time' 'run' 'man' 'new']"
16712,,,Not Rated,Pulpa Entertainment,Stop The Pounding Heart,6.7,"['Documentary', 'Drama']","['meets', 'girl', 'finds', 'home']",[6 7],['Documentary' 'Drama'],6242,[54 33 26 38],['meets' 'girl' 'finds' 'home']
16713,,12A,,BFI Film Fund,The Reason I Jump,7.4,"['Documentary', 'Drama']","['world', 'people', 'film']",[6 7],['Documentary' 'Drama'],1027,[95 64 25],['world' 'people' 'film']
16714,,,,Framing The World Productions,Marching to Zion,5.5,"['Documentary', 'History']","['documentary', 'people', 'day']",[ 6 11],['Documentary' 'History'],3537,[17 64 12],['documentary' 'people' 'day']
16715,,15,TV-MA,59th & Prairie Entertainment,The Redeem Team,7.4,"['Documentary', 'History', 'Sport']","['story', 'follows', 'set', 'team', 'american', 'men', 'new']",[ 6 11 20],['Documentary' 'History' 'Sport'],173,[79 27 74 82  1 55 59],['story' 'follows' 'set' 'team' 'american' 'men' 'new']
16716,,,Not Rated,SenArt Films,The War Tapes,7.2,"['Documentary', 'War']",['film'],[ 6 22],['Documentary' 'War'],6754,[25],['film']
16717,,Not Rated,Not Rated,Spring Pictures,Saturday Church,6.4,"['Drama', 'Fantasy', 'Music', 'Musical']","['boy', 'city', 'life', 'year', 'begins', 'old']",[ 7  9 13 14],['Drama' 'Fantasy' 'Music' 'Musical'],7037,[ 4  6 45 96  2 61],['boy' 'city' 'life' 'year' 'begins' 'old']
16718,,,,Aha Productions,M.O.M. Mothers of Monsters,5.8,"['Drama', 'Horror', 'Thriller']","['forced', 'school', 'teenage', 'mother', 'son', 'family', 'love', 'home', 'secret']",[ 7 12 21],['Drama' 'Horror' 'Thriller'],437,[28 72 83 56 76 22 51 38 73],"['forced' 'school' 'teenage' 'mother' 'son' 'family' 'love' 'home'
 'secret']"
16719,,15,Not Rated,3:41am,Dead Within,3.8,"['Drama', 'Horror', 'Thriller']","['woman', 'man']",[ 7 12 21],['Drama' 'Horror' 'Thriller'],126,[92 53],['woman' 'man']
16720,,,Not Rated,249 Productions,7E,3.6,"['Drama', 'Thriller']","['york', 'man', 'young', 'new']",[ 7 21],['Drama' 'Thriller'],90,[98 53 99 59],['york' 'man' 'young' 'new']
16721,,15,,Enlightened Monster Productions,Death of a Vlogger,5.6,"['Drama', 'Horror', 'Mystery']",['goes'],[ 7 12 15],['Drama' 'Horror' 'Mystery'],3061,[34],['goes']
16722,,18,Not Rated,Necrostorm,Taeter City,4.9,"['Action', 'Horror', 'Sci-Fi']","['crime', 'city', 'police']",[ 0 12 19],['Action' 'Horror' 'Sci-Fi'],5554,[10  6 65],['crime' 'city' 'police']
16723,,15,Not Rated,Wildseed Studios,The Darkest Dawn,4.1,"['Action', 'Adventure', 'Sci-Fi']",['story'],[ 0  1 19],['Action' 'Adventure' 'Sci-Fi'],7904,[79],['story']
